Distancia (pixeles),medicion 1,medicion 2,medicion 3,medicion 4,medicion 5,medicion 6,medicion 7,medicion 8,medicion 9,medicion 10,medicion 11,medicion 12,medicion 13,medicion 14,medicion 15,medicion 16,medicion 17,medicion 18,medicion 19,medicion 20,medicion 21,medicion 22,medicion 23,medicion 24
496,,,,,,,0.0,,,,,0.0,,,,0.0,1.3330000000000002,20.0,14.667,9.0,7.667000000000001,15.333,18.0,11.0
497,,,,,,,0.0,,,,,0.0,,,,0.0,1.3330000000000002,20.0,13.0,7.667000000000001,5.667000000000001,13.667,16.0,13.0
498,,,,,,,0.0,,,,,0.0,,,,0.0,1.0,20.0,12.333,7.667000000000001,5.667000000000001,14.667,16.0,13.0
499,,,,,,,0.0,,,,,0.0,,,,0.0,1.0,20.0,11.0,7.667000000000001,4.0,15.0,11.333,13.0
500,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,18.667,11.0,7.667000000000001,4.0,14.667,11.333,13.0
501,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,19.333,9.333,8.0,2.667,15.333,11.0,13.0
502,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,17.0,9.333,8.0,2.667,15.0,11.0,13.0
503,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,15.0,8.0,8.333,1.3330000000000002,15.333,9.333,13.0
504,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,13.667,8.0,8.333,1.3330000000000002,14.667,9.333,12.333
505,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,12.333,5.667000000000001,9.0,1.0,14.0,8.0,12.333
506,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,11.333,5.667000000000001,9.0,1.0,13.667,8.0,12.333
507,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,11.0,4.0,9.0,0.667,14.0,5.667000000000001,11.0
508,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,9.333,4.0,9.0,0.667,13.333,5.667000000000001,11.0
509,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,9.333,3.667,9.333,0.667,12.667,5.0,9.333
510,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,8.0,3.667,9.333,0.667,12.667,5.0,9.333
511,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,8.0,3.333,10.0,0.0,11.333,2.667,7.667000000000001
512,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,6.332999999999999,3.333,10.0,0.0,11.333,2.667,7.667000000000001
513,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,6.332999999999999,2.0,11.0,0.0,10.667,1.3330000000000002,6.332999999999999
514,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,5.332999999999999,2.0,11.0,0.0,10.667,1.3330000000000002,6.332999999999999
515,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,5.332999999999999,1.3330000000000002,11.0,0.0,8.333,0.667,5.332999999999999
516,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,4.0,1.3330000000000002,11.0,0.0,8.333,0.667,5.332999999999999
517,,,,,,,0.0,,,,,,,,,0.0,0.0,4.0,1.0,11.0,0.0,5.667000000000001,0.0,3.667
518,,,,,,,0.0,,,,,,,,,0.0,0.0,2.667,1.0,11.0,0.0,5.667000000000001,0.0,3.667
519,,,,,,,0.0,,,,,,,,,0.0,0.0,2.667,0.0,11.0,0.0,4.0,0.0,2.667
520,,,,,,,0.0,,,,,,,,,0.0,0.0,2.0,0.0,11.0,0.0,4.0,0.0,2.667
521,,,,,,,0.0,,,,,,,,,0.0,0.0,2.0,0.0,11.333,0.0,3.333,0.0,1.3330000000000002
522,,,,,,,0.0,,,,,,,,,0.0,0.0,1.3330000000000002,0.0,11.667,0.0,3.333,0.0,1.3330000000000002
523,,,,,,,0.0,,,,,,,,,0.0,0.0,1.3330000000000002,0.0,12.333,0.0,2.0,0.0,0.667
524,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,12.333,0.0,2.0,0.0,0.667
525,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,12.333,0.0,1.0,0.0,0.0
526,,,,,,,,,,,,,,,,0.0,0.0,0.667,0.0,12.667,0.0,1.0,0.0,0.0
527,,,,,,,,,,,,,,,,0.0,0.0,0.667,0.0,12.333,0.0,0.667,0.0,0.0
528,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,12.333,0.0,0.667,0.0,0.0
529,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,12.333,0.0,0.0,0.0,0.0
530,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,12.333,0.0,0.0,0.0,0.0
531,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,12.333,0.0,0.0,0.0,0.0
532,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,12.333,0.0,0.0,0.0,0.0
533,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,11.333,0.0,0.0,0.0,0.0
534,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,11.333,0.0,0.0,0.0,0.0
535,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10.667,0.0,0.0,0.0,0.0
536,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10.667,0.0,0.0,0.0,0.0
537,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
538,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
539,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6.667000000000001,0.0,0.0,0.0,0.0
540,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6.667000000000001,0.0,0.0,0.0,0.0
541,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5.667000000000001,0.0,0.0,0.0,0.0
542,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5.667000000000001,0.0,0.0,0.0,0.0
543,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5.332999999999999,0.0,0.0,0.0,0.0
544,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5.332999999999999,0.0,0.0,0.0,0.0
545,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
546,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
547,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.667,0.0,0.0,0.0,0.0
548,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.667,0.0,0.0,0.0,0.0
549,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.667,0.0,0.0,0.0,0.0
550,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.667,0.0,,0.0,0.0
551,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.3330000000000002,0.0,,0.0,0.0
552,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.3330000000000002,0.0,,0.0,0.0
553,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.667,0.0,,0.0,0.0
554,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.667,0.0,,0.0,0.0
555,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
556,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
557,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
558,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
559,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
560,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
561,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
562,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
563,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
564,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
565,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
566,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
567,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
568,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
569,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
570,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
571,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
572,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
573,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
574,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
575,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
576,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
577,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
578,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
579,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
580,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
581,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
582,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0
583,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0
584,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0
585,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0
586,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0
587,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,0.0
588,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,0.0
589,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,0.0
590,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,0.0
591,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,0.0
592,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,0.0
593,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0
594,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0
595,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,
596,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,
597,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,
598,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,
599,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,
600,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,
601,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,
602,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,
603,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,
604,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,
605,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,
606,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,
607,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,
608,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,
609,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,
610,,,,,,,,,,,,,,,,,,,,,,,0.0,
611,,,,,,,,,,,,,,,,,,,,,,,0.0,
612,,,,,,,,,,,,,,,,,,,,,,,0.0,
613,,,,,,,,,,,,,,,,,,,,,,,0.0,
614,,,,,,,,,,,,,,,,,,,,,,,0.0,
